# time, number
1362192421000,18.20619374
1362192541000,13.81125638
1362192661000,14.13405729
1362192781000,14.79528056
1362192901000,19.02802834
1362193021000,14.17056574
1362193141000,19.90840001
1362193261000,16.91670915
1362193381000,18.47172255
1362193501000,17.97235022
1362193621000,17.83091861
1362193741000,10.83360369
1362193861000,13.43056827
1362193981000,17.5014749
1362194101000,15.16516455
1362194221000,14.26362648
1362194341000,18.22828795
1362194461000,16.54258578
1362194581000,17.3746802
1362194701000,18.06285477
1362194821000,13.28463696
1362194941000,15.46465056
1362195061000,15.80480148
1362195181000,17.94362477
1362195301000,10.52440749
1362195421000,17.4632528
1362195541000,10.03453702
1362195661000,11.66800745
1362195781000,17.56884317
1362195901000,18.62225707
1362196021000,13.55040028
1362196141000,15.32676846
1362196261000,12.11846313
1362196381000,10.05075431
1362196501000,13.91648489
1362196621000,13.67403451
1362196741000,10.45767506
1362196861000,18.95070415
1362196981000,19.04825695
1362197101000,19.17355021
1362197221000,17.92566053
1362197341000,11.12380419
1362197461000,19.59115977
1362197581000,11.88569377
1362197701000,14.44258581
1362197821000,12.30278683
1362197941000,18.59756466
1362198061000,10.42642021
1362198181000,16.99719943
1362198301000,12.13877618
1362198421000,12.70512432
1362198541000,13.65086546
1362198661000,12.90821843
1362198781000,12.52851549
1362198901000,10.67804201
1362199021000,15.86748578
1362199141000,19.34311966
1362199261000,11.94789889
1362199381000,17.4454997
1362199501000,16.07091887
1362199621000,14.13807746
1362199741000,16.05274032
1362199861000,14.80339602
1362199981000,12.83045183
1362200101000,18.18440183
1362200221000,15.75839586
1362200341000,18.46626763
1362200461000,14.27213364
1362200581000,14.84426929
1362200701000,17.13718986
1362200821000,19.77800743
1362200941000,13.9992232
1362201061000,17.23640698
1362201181000,17.22293528
1362201301000,10.73334396
1362201421000,12.67189663
1362201541000,12.91210038
1362201661000,17.91302155
1362201781000,12.91979782
1362201901000,11.85140293
1362202021000,12.30409193
1362202141000,13.88340366
1362202261000,14.25558609
1362202381000,13.95493527
1362202501000,18.53484053
1362202621000,18.37165647
1362202741000,17.31254875
1362202861000,16.37794561
1362202981000,14.82710892
1362203101000,19.52448226
1362203221000,17.80518335
1362203341000,16.64693765
1362203461000,17.08790233
1362203581000,12.56793601
1362203701000,16.45681539
1362203821000,17.12271781
1362203941000,12.63842854
1362204061000,13.72919
1362204181000,10.51977751
1362204301000,18.64920678
1362204421000,12.48472283
1362204541000,19.50460543
1362204661000,19.57980194
1362204781000,12.81428125
1362204901000,11.71175007
1362205021000,15.6765053
1362205141000,13.29722704
1362205261000,17.91735348
1362205381000,12.18668642
1362205501000,15.89535108
1362205621000,11.48958683
1362205741000,17.92373136
1362205861000,13.75538531
1362205981000,13.82170269
1362206101000,15.06952139
1362206221000,11.14549039
1362206341000,16.21064273
1362206461000,16.90393025
1362206581000,16.89173167
1362206701000,19.89860366
1362206821000,15.98681763
1362206941000,19.43525408
1362207061000,16.62336856
1362207181000,13.07990293
1362207301000,16.66198309
1362207421000,19.57911999
1362207541000,12.34129076
1362207661000,10.2039743
1362207781000,12.68017118
1362207901000,14.98547367
1362208021000,14.79532504
1362208141000,10.57792115
1362208261000,13.17490117
1362208381000,16.54512747
1362208501000,19.62159318
1362208621000,14.86378056
1362208741000,17.80549817
1362208861000,17.95954125
1362208981000,19.72909308
1362209101000,19.55066183
1362209221000,16.62763302
1362209341000,19.77303792
1362209461000,18.47290215
1362209581000,19.23845326
1362209701000,10.34991781
1362209821000,19.88813923
1362209941000,10.86908393
1362210061000,17.35242549
1362210181000,14.42535837
1362210301000,14.02862257
1362210421000,14.02634117
1362210541000,11.04489766
1362210661000,11.02519221
1362210781000,12.93038406
1362210901000,10.7511847
1362211021000,16.62049318
1362211141000,16.39813793
1362211261000,18.68327207
1362211381000,19.26460543
1362211501000,19.95681913
1362211621000,11.00652018
1362211741000,14.83373352
1362211861000,11.75710438
1362211981000,11.96348421
1362212101000,16.64484417
1362212221000,10.28763897
1362212341000,15.23598801
1362212461000,12.17208721
1362212581000,14.05941938
1362212701000,11.60138133
1362212821000,11.64907825
1362212941000,12.32062125
1362213061000,14.74814427
1362213181000,15.96549718
1362213301000,11.33315601
1362213421000,10.81502841
1362213541000,13.82611207
1362213661000,12.2770291
1362213781000,19.23295713
1362213901000,10.47619095
1362214021000,12.7284562
1362214141000,18.77165384
1362214261000,18.5779075
1362214381000,16.5779547
1362214501000,13.14272901
1362214621000,11.82555429
1362214741000,10.72367934
1362214861000,19.26414478
1362214981000,18.14695194
1362215101000,18.07865607
1362215221000,18.30129004
1362215341000,15.40791494
1362215461000,11.81694972
1362215581000,15.13703311
1362215701000,16.02245317
1362215821000,18.14902865
1362215941000,19.68306012
1362216061000,13.20214125
1362216181000,16.65021612
1362216301000,17.28679494
1362216421000,16.42470414
1362216541000,15.53356524
1362216661000,15.47554951
1362216781000,14.85025611
1362216901000,17.2352486
1362217021000,10.27221494
1362217141000,16.10397554
1362217261000,10.91270522
1362217381000,16.59242472
1362217501000,17.29475548
1362217621000,13.73262485
1362217741000,15.39704774
1362217861000,16.79167192
1362217981000,14.28955692
1362218101000,15.32665166
1362218221000,18.16628586
1362218341000,17.68339318
1362218461000,13.7517886
1362218581000,12.05753147
1362218701000,10.10734298
1362218821000,14.99142943
1362218941000,10.83377826
1362219061000,13.44198361
1362219181000,12.720312
1362219301000,19.08673612
1362219421000,12.64356972
1362219541000,19.3598774
1362219661000,18.86152461
1362219781000,18.8595253
1362219901000,15.28641764
1362220021000,12.41041394
1362220141000,18.01434263
1362220261000,14.80973858
1362220381000,12.74357003
1362220501000,12.37384746
1362220621000,17.55322868
1362220741000,15.72973091
1362220861000,11.5900095
1362220981000,16.30026165
1362221101000,14.12066675
1362221221000,17.19160614
1362221341000,18.00586149
1362221461000,13.59074315
1362221581000,14.19909103
1362221701000,15.00457456
1362221821000,12.03624642
1362221941000,13.82703793
1362222061000,11.48887857
1362222181000,12.05750006
1362222301000,16.38849747
1362222421000,16.34810683
1362222541000,16.73085486
1362222661000,18.50902963
1362222781000,12.9583009
1362222901000,19.1352162
1362223021000,19.83381359
1362223141000,10.86563661
1362223261000,12.8972495
1362223381000,15.87058831
1362223501000,16.31391847
1362223621000,15.35937647
1362223741000,10.35743772
1362223861000,19.9395348
1362223981000,15.71999132
1362224101000,15.82531789
1362224221000,18.80558509
1362224341000,15.31918111
1362224461000,18.56259228
1362224581000,17.61431694
1362224701000,14.6402681
1362224821000,19.44352715
1362224941000,18.21929706
1362225061000,19.51322056
1362225181000,19.56760519
1362225301000,18.66536601
1362225421000,14.6286212
1362225541000,14.34267434
1362225661000,13.50846094
1362225781000,14.09078391
1362225901000,18.42535808
1362226021000,18.88202259
1362226141000,17.75309948
1362226261000,17.22653078
1362226381000,17.69892012
1362226501000,19.03680111
1362226621000,17.02841935
1362226741000,10.55689954
1362226861000,18.04178907
1362226981000,19.03772361
1362227101000,18.36347697
1362227221000,14.84766103
1362227341000,10.20967757
1362227461000,10.349664
1362227581000,17.73211735
1362227701000,12.26647634
1362227821000,17.38144806
1362227941000,14.06845169
1362228061000,11.04378994
1362228181000,18.50555768
1362228301000,10.26722443
1362228421000,10.84708349
1362228541000,13.96192983
1362228661000,13.80499313
1362228781000,14.56491641
1362228901000,16.10913261
1362229021000,19.45845024
1362229141000,10.47044003
1362229261000,17.55531711
1362229381000,14.55006932
1362229501000,19.74170379
1362229621000,18.01938248
1362229741000,16.8762595
1362229861000,18.98016558
1362229981000,13.4637563
1362230101000,19.36480226
1362230221000,13.21920488
1362230341000,17.7042288
1362230461000,13.58948752
1362230581000,12.26466172
1362230701000,18.29579913
1362230821000,14.16350782
1362230941000,10.36190877
1362231061000,18.25610892
1362231181000,12.30904573
1362231301000,17.34619673
1362231421000,13.17848473
1362231541000,17.53235454
1362231661000,19.66423383
1362231781000,17.68354852
1362231901000,16.98514396
1362232021000,12.1282695
1362232141000,12.63906179
1362232261000,12.05772045
1362232381000,14.72791727
1362232501000,10.22645453
1362232621000,19.15475247
1362232741000,18.30765859
1362232861000,19.90213807
1362232981000,16.0873264
1362233101000,13.57825102
1362233221000,19.39119661
1362233341000,14.25299201
1362233461000,12.20162476
1362233581000,11.73469996
1362233701000,12.07810142
1362233821000,19.35917689
1362233941000,14.52438762
1362234061000,13.80233605
1362234181000,16.9755624
1362234301000,10.56613168
1362234421000,17.29633427
1362234541000,18.05477194
1362234661000,15.90419485
1362234781000,13.85115781
1362234901000,19.19499673
1362235021000,10.34208338
1362235141000,13.51998372
1362235261000,11.98093569
1362235381000,19.674884
1362235501000,19.01722279
1362235621000,14.91072989
1362235741000,14.2128661
1362235861000,17.18576446
1362235981000,19.06682615
1362236101000,11.56031648
1362236221000,13.52433853
1362236341000,15.20906778
1362236461000,17.41158621
1362236581000,16.58820487
1362236701000,14.26783097
1362236821000,16.65128735
1362236941000,14.74363446
1362237061000,14.75437725
1362237181000,14.05957273
1362237301000,15.19188944
1362237421000,13.78712236
1362237541000,10.28935387
1362237661000,13.10100392
1362237781000,12.26703503
1362237901000,17.05991807
1362238021000,11.85282609
1362238141000,12.8741167
1362238261000,12.52058124
1362238381000,19.83163301
1362238501000,18.34022708
1362238621000,19.53039945
1362238741000,19.25417055
1362238861000,18.09072968
1362238981000,18.44683675
1362239101000,15.75006655
1362239221000,14.2802519
1362239341000,13.67887185
1362239461000,16.62332236
1362239581000,13.05708545
1362239701000,13.61581863
1362239821000,19.22999019
1362239941000,18.77893419
1362240061000,11.89227697
1362240181000,13.14395477
1362240301000,11.99002331
1362240421000,12.95284319
1362240541000,16.54255136
1362240661000,19.5947123
1362240781000,19.89768735
1362240901000,15.83773148
1362241021000,16.54311041
1362241141000,11.64374329
1362241261000,12.05290983
1362241381000,13.11476606
1362241501000,17.08694243
1362241621000,14.04371806
1362241741000,11.72090411
1362241861000,19.87202429
1362241981000,11.63690503
1362242101000,14.45203542
1362242221000,17.55277927
1362242341000,11.12131664
1362242461000,17.25468396
1362242581000,16.13788964
1362242701000,17.46321698
1362242821000,14.2138144
1362242941000,11.84253092
1362243061000,17.09218065
1362243181000,13.45397578
1362243301000,16.08992866
1362243421000,10.75225886
1362243541000,16.74649571
1362243661000,17.2974664
1362243781000,10.52438462
1362243901000,10.25832984
1362244021000,18.95272775
1362244141000,10.70930334
1362244261000,10.0152027
1362244381000,11.99019025
1362244501000,10.35393829
1362244621000,18.32376179
1362244741000,12.6627626
1362244861000,19.76218479
1362244981000,17.06573071
1362245101000,14.12754605
1362245221000,18.02883469
1362245341000,18.76509457
1362245461000,18.32784392
1362245581000,14.68253536
1362245701000,16.15041067
1362245821000,11.03276517
1362245941000,10.61455775
1362246061000,15.75067482
1362246181000,15.26384929
1362246301000,17.96425946
1362246421000,14.39931761
1362246541000,16.98858533
1362246661000,10.86257302
1362246781000,13.69934285
1362246901000,10.76995443
1362247021000,17.99968986
1362247141000,15.51968917
1362247261000,19.75209436
1362247381000,13.03356991
1362247501000,15.27360168
1362247621000,19.32200916
1362247741000,13.35498687
1362247861000,16.20519625
1362247981000,14.77164698
1362248101000,12.98692923
1362248221000,13.80149485
1362248341000,10.20375627
1362248461000,14.84148223
1362248581000,10.08757732
1362248701000,10.88300751
1362248821000,12.60935292
1362248941000,19.28075199
1362249061000,18.46260391
1362249181000,12.9060064
1362249301000,15.38354374
1362249421000,19.55867425
1362249541000,17.25888515
1362249661000,12.71069134
1362249781000,13.09738303
1362249901000,15.8505018
1362250021000,16.52101372
1362250141000,10.85700467
1362250261000,11.6051524
1362250381000,15.8356697
1362250501000,14.99333581
1362250621000,15.61864547
1362250741000,10.00459076
1362250861000,10.19081918
1362250981000,15.57678494
1362251101000,18.9813953
1362251221000,17.07750923
1362251341000,11.52372775
1362251461000,18.33098594
1362251581000,19.00273219
1362251701000,16.07497864
1362251821000,16.19651507
1362251941000,19.759361
1362252061000,18.98508421
1362252181000,19.15402396
1362252301000,19.77739345
1362252421000,14.96105021
1362252541000,12.40675759
1362252661000,19.01139366
1362252781000,16.0588078
1362252901000,10.5129756
1362253021000,18.42973886
1362253141000,15.10553551
1362253261000,14.52008854
1362253381000,10.56086004
1362253501000,17.06086061
1362253621000,19.83338179
1362253741000,13.89520214
1362253861000,15.64533126
1362253981000,13.87773897
1362254101000,19.1002851
1362254221000,14.29307291
1362254341000,11.61621438
1362254461000,14.29811832
1362254581000,10.77711202
1362254701000,11.58757346
1362254821000,14.82640381
1362254941000,14.54620174
1362255061000,10.37020688
1362255181000,10.84253685
1362255301000,11.27731715
1362255421000,12.98080946
1362255541000,14.80211398
1362255661000,10.55669805
1362255781000,16.32149872
1362255901000,19.58633282
1362256021000,14.38066978
1362256141000,13.69403959
1362256261000,18.52680692
1362256381000,10.67202318
1362256501000,10.80343005
1362256621000,17.2298961
1362256741000,14.76417554
1362256861000,11.65043621
1362256981000,17.83920289
1362257101000,11.99082958
1362257221000,18.41010193
1362257341000,17.4813331
1362257461000,14.98512585
1362257581000,15.08607008
1362257701000,15.09040552
1362257821000,13.5465846
1362257941000,14.25721737
1362258061000,16.61468083
1362258181000,16.80191325
1362258301000,14.82775923
1362258421000,15.15401714
1362258541000,18.66517165
1362258661000,11.62774962
1362258781000,14.42984866
1362258901000,13.31041389
1362259021000,16.70421716
1362259141000,13.08355365
1362259261000,14.46303435
1362259381000,12.163777
1362259501000,19.67928636
1362259621000,17.17987563
1362259741000,19.61686451
1362259861000,13.20394704
1362259981000,16.05735441
1362260101000,16.02606151
1362260221000,11.48580045
1362260341000,19.9372075
1362260461000,18.26182811
1362260581000,14.15719385
1362260701000,13.2008653
1362260821000,19.73879594
1362260941000,18.9786563
1362261061000,15.09050862
1362261181000,14.82762137
1362261301000,18.40120145
1362261421000,15.52512387
1362261541000,14.4997389
1362261661000,18.47239344
1362261781000,13.7482761
1362261901000,11.03717643
1362262021000,10.20567915
1362262141000,12.02523168
1362262261000,17.39497638
1362262381000,15.00128826
1362262501000,11.34737296
1362262621000,11.42543176
1362262741000,13.29119877
1362262861000,18.78111813
1362262981000,18.85627485
1362263101000,17.42487759
1362263221000,10.86311952
1362263341000,12.79763662
1362263461000,10.98163198
1362263581000,12.51995554
1362263701000,12.58780413
1362263821000,16.92670984
1362263941000,11.40605909
1362264061000,14.17977165
1362264181000,15.09813439
1362264301000,18.07611088
1362264421000,11.81351352
1362264541000,13.5978988
1362264661000,13.18500048
1362264781000,10.43072665
1362264901000,12.2972377
1362265021000,19.50464959
1362265141000,15.17939293
1362265261000,16.62890548
1362265381000,12.31775072
1362265501000,15.32905871
1362265621000,13.20998845
1362265741000,15.63101096
1362265861000,14.59134335
1362265981000,11.56922619
1362266101000,18.57690575
1362266221000,17.39722018
1362266341000,18.19271616
1362266461000,18.4094862
1362266581000,13.04639004
1362266701000,16.81425938
1362266821000,17.25016921
1362266941000,11.22547653
1362267061000,18.87334848
1362267181000,12.17171355
1362267301000,12.65074214
1362267421000,11.65637622
1362267541000,15.09632015
1362267661000,17.44703735
1362267781000,16.43606154
1362267901000,10.42750677
1362268021000,12.74685157
1362268141000,15.13962732
1362268261000,19.72089209
1362268381000,14.62334521
1362268501000,18.71402467
1362268621000,12.20347659
1362268741000,18.53715907
1362268861000,17.67441162
1362268981000,16.52050557
1362269101000,11.67060012
1362269221000,10.36718881
1362269341000,11.89957506
1362269461000,19.78954978
1362269581000,17.59515261
1362269701000,13.06448757
1362269821000,12.41230503
1362269941000,13.37770601
1362270061000,10.56674803
1362270181000,19.716226
1362270301000,18.52695316
1362270421000,18.85436359
1362270541000,14.01932814
1362270661000,11.50505998
1362270781000,16.44596722
1362270901000,18.90802931
1362271021000,16.10467424
1362271141000,14.69662529
1362271261000,13.16385464
1362271381000,11.64236203
1362271501000,10.27787665
1362271621000,19.06198547
1362271741000,11.01738576
1362271861000,15.35002859
1362271981000,10.12190354
1362272101000,17.26227721
1362272221000,18.64220411
1362272341000,19.13568383
1362272461000,13.82591214
1362272581000,14.28042417
1362272701000,17.11661592
1362272821000,11.27981258
1362272941000,11.40280591
1362273061000,15.54672078
1362273181000,12.90109315
1362273301000,13.09012564
1362273421000,10.0982288
1362273541000,15.65106617
1362273661000,16.07394798
1362273781000,11.71587015
1362273901000,15.98522161
1362274021000,14.82460818
1362274141000,10.19306074
1362274261000,10.66303348
1362274381000,10.21309583
1362274501000,12.2767096
1362274621000,15.68441589
1362274741000,13.82388665
1362274861000,16.58029124
1362274981000,12.282448
1362275101000,10.71405852
1362275221000,10.24767003
1362275341000,10.27315456
1362275461000,13.72069583
1362275581000,14.06976466
1362275701000,18.87456103
1362275821000,14.14576968
1362275941000,17.12208051
1362276061000,18.97167847
1362276181000,15.07817226
1362276301000,18.92912695
1362276421000,13.98780154
1362276541000,14.55400253
1362276661000,10.15911575
1362276781000,12.00594883
1362276901000,13.07341951
1362277021000,13.83002088
1362277141000,14.88577247
1362277261000,17.23899227
1362277381000,10.1867173
1362277501000,11.88182107
1362277621000,13.00512151
1362277741000,12.05729986
1362277861000,12.31140481
1362277981000,16.23525656
1362278101000,12.67269451
1362278221000,14.26836873
1362278341000,19.34079972
1362278461000,11.25234358
1362278581000,15.96129204
1362278701000,16.27873138
1362278821000,18.81339726
1362278941000,14.3147168
1362279061000,12.66136943
1362279181000,18.22050639
1362279301000,15.20532336
1362279421000,17.22947823
1362279541000,10.70095173
1362279661000,15.56548226
1362279781000,11.57960409
1362279901000,13.46795094
1362280021000,17.06686864
1362280141000,11.72238315
1362280261000,18.77756714
1362280381000,10.24664917
1362280501000,17.06828124
1362280621000,10.2580455
1362280741000,10.40641181
1362280861000,15.2148608
1362280981000,10.65499142
1362281101000,19.44693082
1362281221000,13.49571911
1362281341000,14.83254654
1362281461000,15.92372651
1362281581000,14.47394073
1362281701000,13.42702337
1362281821000,10.98030889
1362281941000,15.79854775
1362282061000,17.78677574
1362282181000,10.19399502
1362282301000,19.9802938
1362282421000,14.68746058
1362282541000,19.37183005
1362282661000,17.84366848
1362282781000,17.75047903
1362282901000,19.94623252
1362283021000,18.87961851
1362283141000,16.74064315
1362283261000,17.555632
1362283381000,18.0918078
1362283501000,18.58123262
1362283621000,13.12917168
1362283741000,17.52873982
